12,9
13,11
14,11
14,15
14,17
14,76
14,9
15,87
15,16
16,15
16,89
17,88
17,85
18,17
19,20
21,20
21,24
21,69
22,20
23,24
24,23
24,26
24,33
24,34
25,24
25,48
25,69
26,27
27,28
29,28
29,43
29,46
29,40
30,28
30,72
30,31
31,32
31,84
31,14
31,73
33,56
34,36
35,36
35,50
35,78
36,37
37,39
38,39
38,81
39,68
40,41
40,66
40,25
40,44
42,43
42,65
43,42
43,47
43,49
43,54
44,43
44,46
44,48
44,40
45,46
46,67
47,48
49,50
50,51
51,53
52,53
52,80
53,60
54,55
55,56
56,57
57,59
58,59
59,62
60,61
61,64
62,63
63,64
64,45
65,45
67,68
69,70
69,93
69,30
69,29
71,72
72,71
72,74
72,77
73,72
73,76
73,31
74,75
75,76
77,78
78,79
79,80
79,81
80,83
81,82
82,83
85,18
85,91
87,16
88,85
88,16
89,90
90,92
91,92
92,35
0,1
1,53
1,98
1,112
2,3
3,10
3,41
3,85
3,113
3,114
3,206
4,5
5,6
5,11
5,115
5,127
5,153
5,180
6,7
8,7
8,111
8,119
8,122
8,124
8,117
9,7
9,15
9,12
10,28
10,69
11,18
11,61
12,13
12,56
12,21
12,20
14,15
15,14
15,17
15,24
15,25
16,15
16,28
16,51
16,12
17,18
18,19
20,19
20,52
20,29
20,16
21,19
21,58
21,22
22,23
22,110
22,64
22,63
24,27
25,44
26,27
26,71
26,139
27,55
29,28
29,33
29,36
29,38
29,30
30,31
30,50
30,43
30,34
32,33
33,32
33,40
34,33
34,36
34,38
34,42
34,30
35,36
36,35
36,52
37,38
38,39
38,37
39,44
40,41
41,42
43,42
43,52
43,16
44,45
45,47
46,47
46,90
46,138
46,211
46,214
47,48
48,49
49,35
52,53
53,54
54,55
57,58
58,57
58,60
58,65
58,66
59,58
59,69
59,96
59,22
60,61
61,62
63,62
63,97
63,70
63,59
64,62
64,8
65,68
65,71
66,88
67,68
67,145
68,109
70,69
70,77
70,80
70,82
70,74
71,72
72,73
73,93
74,75
74,95
74,87
74,78
76,77
77,76
77,84
78,77
78,80
78,82
78,86
78,74
79,80
80,79
80,97
81,82
82,83
82,81
83,88
84,85
85,86
87,86
87,97
87,59
88,89
89,90
90,91
91,92
92,93
93,94
94,79
97,98
98,99
99,100
99,106
100,101
100,102
100,108
101,103
102,104
103,105
104,105
105,107
106,107
107,108
108,109
112,148
113,193
114,116
115,116
116,128
117,118
117,152
117,130
117,121
119,120
119,128
120,119
121,119
121,122
121,124
121,129
121,117
122,131
122,123
123,122
123,133
124,126
124,132
125,124
126,127
127,132
127,123
128,129
130,129
130,157
130,160
130,162
130,154
131,123
132,135
132,136
132,125
133,134
134,136
135,139
135,145
136,137
137,138
138,142
138,151
139,140
140,141
141,144
142,143
142,151
143,144
144,149
145,146
146,147
147,148
148,149
149,150
150,151
153,165
153,229
154,155
154,228
154,168
154,167
156,157
157,156
157,164
157,169
157,189
157,209
158,157
158,160
158,162
158,181
158,154
159,160
160,173
160,159
161,162
162,163
162,161
163,169
163,185
164,165
165,166
167,166
167,178
167,175
168,166
169,170
170,172
171,172
171,187
171,191
171,233
172,174
173,178
175,176
175,227
175,182
175,158
177,178
178,180
178,183
178,184
178,177
179,178
179,193
179,223
179,175
180,181
182,181
182,224
182,194
182,179
183,188
184,185
184,212
185,186
186,187
187,192
187,222
188,189
189,190
190,191
191,226
194,193
194,198
194,201
194,203
194,195
195,196
195,220
195,208
195,199
197,198
198,197
198,205
199,198
199,201
199,203
199,207
199,195
200,201
201,200
201,221
201,224
202,203
203,204
203,202
204,209
204,212
205,206
206,207
208,207
208,224
208,179
209,210
210,211
211,215
212,213
213,214
214,217
215,216
216,219
217,218
218,219
219,200
221,222
224,225
225,226
229,230
230,231
231,232
232,233
233,234
235,9
235,8
0,11
0,58
0,64
0,70
0,94
1,10
1,57
1,63
1,69
1,93
2,3
3,4
3,6
3,9
3,27
4,5
5,7
5,32
6,8
7,8
8,28
9,37
10,57
10,63
10,69
10,93
11,58
11,64
11,70
11,94
12,13
12,96
12,30
12,17
14,16
14,28
15,14
15,18
15,20
15,22
15,24
15,12
16,14
17,14
17,18
17,20
17,22
17,24
17,29
17,12
18,31
18,19
19,18
19,34
19,35
20,32
20,95
21,20
22,33
22,42
23,22
24,26
24,40
25,24
26,27
27,37
28,29
30,29
31,19
32,33
32,19
32,37
32,39
32,43
32,21
33,38
33,23
34,46
35,36
36,54
37,39
37,44
37,23
38,41
38,23
39,40
40,50
40,25
41,44
42,43
43,44
44,45
45,46
45,51
46,47
47,49
47,66
48,49
48,53
48,56
49,65
50,51
50,54
51,52
52,53
52,60
52,94
53,59
53,92
54,55
55,56
55,72
56,71
57,61
57,93
58,60
58,94
59,61
59,92
60,61
61,62
61,76
61,77
62,88
62,90
63,67
63,93
64,66
64,94
65,67
65,92
65,75
66,67
67,68
68,75
69,73
69,93
70,72
70,94
71,73
71,92
72,73
73,74
74,75
75,78
75,88
75,90
76,81
77,82
78,79
78,80
79,84
80,85
81,83
82,83
83,87
84,86
85,86
86,87
87,89
88,89
88,90
89,90
90,91
91,92
91,93
92,65
95,21
0,35
0,55
0,64
1,34
1,54
1,63
2,3
3,14
4,5
4,73
4,17
4,16
6,7
7,6
7,13
7,18
7,19
7,31
7,43
8,7
8,11
8,32
8,66
8,4
9,7
9,11
9,4
10,11
11,12
11,10
12,20
12,48
13,14
14,15
16,15
16,67
16,8
16,33
17,15
18,25
18,29
18,64
19,20
20,21
21,23
22,23
22,50
23,68
24,25
25,26
26,27
26,30
27,42
27,67
28,29
28,53
29,30
29,62
29,72
30,72
31,32
33,32
33,39
33,42
33,36
34,54
34,63
35,55
35,64
36,37
36,65
36,45
36,40
38,39
39,38
39,43
39,46
39,47
40,39
40,42
40,44
40,36
41,42
41,61
41,63
42,41
42,67
43,44
45,44
45,67
45,8
46,53
46,57
47,48
48,49
49,50
50,51
51,52
52,60
53,56
54,58
54,63
55,57
55,64
56,58
56,62
57,58
58,59
58,60
59,60
60,41
61,62
61,63
63,54
67,70
68,69
69,70
70,71
71,72
0,1
1,4
2,3
3,14
4,5
4,26
4,46
4,92
4,104
5,6
6,18
7,8
7,115
7,17
7,16
9,11
9,13
10,9
10,7
11,9
12,9
12,18
12,114
12,7
13,14
14,15
16,15
17,15
17,19
17,12
19,18
19,23
19,20
20,21
20,87
20,29
20,28
22,23
22,35
23,25
23,22
23,32
23,34
24,23
24,47
24,20
25,26
26,27
28,27
28,43
28,40
29,27
29,89
29,30
30,31
30,113
30,95
30,94
32,33
33,49
33,64
33,71
34,37
35,36
36,53
37,38
38,39
39,56
40,41
40,86
40,24
40,44
42,43
42,70
43,45
43,42
43,48
44,43
44,47
44,40
45,46
46,47
48,49
48,53
48,56
48,63
49,50
50,52
50,60
51,52
51,55
51,58
51,66
51,73
51,108
52,61
53,54
54,55
55,77
56,57
57,58
58,80
59,60
59,109
60,85
61,62
62,69
63,64
64,65
65,66
66,67
67,68
68,69
69,76
70,71
71,72
72,73
73,74
74,75
75,76
76,79
77,78
78,79
79,82
80,81
81,82
82,83
83,84
84,85
88,89
89,91
89,96
89,88
90,89
90,105
90,30
91,92
92,93
94,93
94,101
94,98
95,93
95,12
96,97
97,106
98,99
98,112
98,90
98,102
100,101
101,103
101,100
101,106
102,101
102,105
102,98
103,104
104,105
106,107
107,108
107,109
108,111
109,110
110,111
0,1
1,11
1,62
2,3
2,106
2,14
2,13
4,5
5,4
5,10
5,15
5,16
5,17
5,26
5,37
5,91
6,5
6,9
6,63
6,2
7,5
7,9
7,2
8,9
9,23
9,8
10,11
11,12
13,12
13,49
13,29
13,28
14,12
15,54
16,19
16,71
17,18
17,56
18,19
18,41
18,66
19,20
20,22
21,22
21,43
21,68
21,73
21,90
21,93
22,24
23,60
24,25
25,36
25,49
26,27
26,56
26,76
28,27
28,48
28,60
28,57
29,27
29,33
29,36
29,30
30,31
30,47
30,39
30,34
32,33
33,32
33,37
33,40
34,33
34,36
34,38
34,30
35,36
36,35
36,49
37,38
39,38
39,49
39,28
40,41
41,42
42,43
43,44
44,45
45,46
46,35
49,50
50,51
51,52
51,102
52,55
53,54
54,55
56,85
57,58
57,105
57,64
57,6
59,60
60,62
60,65
60,69
60,88
60,59
61,60
61,76
61,100
61,57
62,63
64,63
64,101
64,77
64,61
65,66
66,67
67,68
68,74
69,70
70,71
71,72
72,73
73,104
74,75
75,84
75,101
77,76
77,81
77,84
77,78
78,79
78,99
78,87
78,82
80,81
81,80
81,85
81,88
81,91
82,81
82,84
82,86
82,78
83,84
84,83
84,101
85,86
87,86
87,101
87,61
88,89
89,90
90,94
91,92
92,93
93,96
94,95
95,98
96,97
97,98
98,83
101,102
102,103
103,104
0,1
1,4
1,12
1,47
1,72
2,3
3,29
4,37
5,6
5,21
5,14
5,9
7,8
8,7
8,11
8,17
9,8
9,13
9,5
10,8
10,5
11,12
12,13
14,13
14,23
14,26
14,15
15,16
15,91
15,32
15,31
17,19
18,19
18,80
19,20
22,23
23,22
23,28
23,33
24,23
24,26
24,37
24,90
24,15
25,26
26,27
26,25
27,52
27,77
28,29
29,30
31,30
31,38
31,24
32,30
33,35
34,35
35,36
35,65
38,37
38,42
38,45
38,39
39,40
39,63
39,49
39,43
41,42
42,41
42,46
42,50
42,51
43,42
43,45
43,48
43,39
44,45
45,44
45,64
45,85
46,47
47,48
49,48
49,69
49,66
50,59
51,52
52,53
53,55
54,55
54,79
55,56
56,57
57,62
58,59
59,60
60,61
61,62
62,44
64,65
66,67
66,89
66,74
66,70
68,69
69,68
69,71
69,75
69,76
70,69
70,73
70,66
71,72
72,73
74,73
74,24
75,80
76,77
77,78
78,79
79,83
80,81
80,88
81,82
81,88
82,86
83,84
84,85
85,86
86,87
87,88
0,1
1,105
2,3
3,61
4,5
5,82
5,94
6,7
7,16
7,43
8,9
9,19
9,31
9,81
9,107
10,11
11,12
11,17
12,13
14,13
14,146
15,13
15,23
15,26
15,28
15,21
16,79
17,18
18,20
18,83
19,20
20,32
21,22
21,72
21,35
21,34
23,24
23,32
24,23
25,23
25,26
25,28
25,70
25,79
25,21
26,73
26,27
27,26
27,74
28,30
28,71
29,28
30,31
31,71
31,27
32,33
34,33
34,39
34,25
35,33
35,86
35,89
35,91
35,84
36,37
37,36
37,42
37,46
37,52
38,37
38,41
38,44
38,65
39,37
39,41
39,79
39,65
40,41
41,40
41,67
42,43
43,44
45,44
45,25
46,48
47,48
47,75
48,49
49,51
50,51
51,59
52,53
53,54
54,56
55,54
55,75
56,58
57,58
58,62
59,60
60,61
61,64
62,63
63,64
64,40
65,66
65,80
65,45
65,38
67,68
69,68
69,78
71,29
71,55
73,27
74,47
75,76
76,69
77,69
77,114
81,144
82,83
83,95
84,85
84,134
84,98
84,97
86,87
86,95
87,86
88,86
88,89
88,91
88,132
88,144
88,84
89,135
89,90
90,89
90,136
91,93
91,133
92,91
93,94
94,133
94,90
95,96
97,96
97,102
97,88
98,96
98,14
99,100
100,99
100,106
100,110
100,115
101,100
101,104
101,108
101,127
102,100
102,104
102,144
102,127
103,104
104,103
104,129
105,104
105,142
106,107
107,108
109,108
109,88
110,112
111,112
111,137
112,113
113,114
114,122
115,116
116,117
117,119
118,117
118,137
119,121
120,121
121,124
122,123
123,126
124,125
125,126
126,103
127,128
127,145
127,109
127,101
129,130
131,130
131,140
131,143
133,92
133,118
135,90
136,111
137,138
138,131
139,131
140,141
140,143
141,105
142,143
147,15
147,14
0,1
1,74
2,3
3,58
3,78
3,75
4,5
5,9
5,28
6,7
7,8
8,10
9,10
10,29
11,12
11,83
11,32
11,31
13,15
13,29
14,13
14,17
14,19
14,21
14,11
15,13
16,13
16,17
16,19
16,21
16,41
16,11
17,23
17,24
17,84
17,18
18,17
18,50
18,89
19,27
19,82
20,19
21,40
22,21
23,26
24,25
25,26
26,91
27,28
28,82
28,40
28,18
28,91
29,30
31,30
31,34
31,37
31,69
32,30
33,34
34,33
34,38
34,42
35,34
35,37
35,41
35,69
36,37
37,36
37,78
38,39
39,41
40,39
40,22
42,43
43,44
43,49
44,46
45,44
45,96
46,48
46,55
47,48
47,71
48,61
48,65
49,51
50,49
51,53
52,53
52,93
53,56
54,55
54,98
55,66
56,57
57,58
57,68
58,59
59,63
60,59
60,76
61,62
61,65
62,63
63,64
64,65
66,67
67,68
68,36
69,70
69,100
69,16
69,35
71,72
71,81
72,73
72,81
73,74
74,77
75,76
76,77
77,79
78,79
79,80
80,81
82,20
82,45
84,85
84,86
84,18
85,88
86,87
87,88
88,91
89,90
90,96
91,92
92,93
93,94
94,95
95,75
96,97
97,71
97,98
98,99
99,60
0,1
1,4
1,12
1,51
2,3
3,29
4,37
5,6
5,21
5,14
5,9
7,8
8,7
8,11
8,17
9,8
9,13
9,5
10,8
10,5
11,12
12,13
14,13
14,23
14,26
14,15
15,16
15,78
15,32
15,31
17,19
18,19
18,60
19,20
22,23
23,22
23,28
23,33
24,23
24,26
24,37
24,77
24,15
25,26
26,27
26,25
27,56
28,29
29,30
31,30
31,38
31,24
32,30
33,35
33,40
34,35
35,36
35,76
38,37
38,46
38,49
38,43
39,40
40,41
41,42
42,65
43,44
43,74
43,53
43,47
45,46
46,45
46,50
46,54
46,55
47,46
47,49
47,52
47,43
48,49
49,48
49,75
50,51
51,52
53,52
53,24
54,60
54,70
55,56
56,57
57,59
58,59
59,63
60,61
60,68
61,62
61,68
62,66
63,64
64,65
64,73
65,66
66,67
67,68
69,70
70,71
71,72
72,73
73,48
75,76
0,108
0,133
0,143
1,107
1,132
1,142
2,3
3,6
3,7
3,12
3,15
3,16
4,5
5,30
6,8
6,11
6,17
6,18
7,13
8,10
9,10
9,57
9,93
9,120
9,124
10,152
11,14
12,34
13,61
14,86
15,16
16,19
16,47
17,18
18,74
19,20
20,48
21,22
21,153
21,33
21,32
23,25
23,155
24,23
24,27
24,21
25,23
26,23
26,27
26,61
26,151
26,21
27,28
27,29
28,27
29,30
30,31
32,31
33,31
33,36
33,35
35,34
35,60
35,26
35,62
36,34
36,40
36,43
36,45
36,37
37,38
37,59
37,50
37,41
39,40
40,39
40,48
41,40
41,43
41,45
41,49
41,37
42,43
42,53
43,51
43,42
44,45
45,46
45,52
46,47
47,52
47,42
48,49
50,49
50,35
51,42
52,55
52,44
53,54
54,55
55,56
56,57
57,58
62,61
62,66
62,69
62,71
62,63
63,64
63,150
63,77
63,76
65,66
66,65
66,74
66,78
67,66
67,69
67,71
67,87
67,63
68,69
69,79
69,68
70,71
71,72
71,73
71,70
72,118
73,91
74,75
76,75
76,83
76,80
77,75
77,26
78,97
79,83
79,112
80,81
80,149
80,88
80,67
82,83
83,85
83,89
83,90
83,102
83,82
84,83
84,115
84,80
85,86
86,87
88,87
88,112
88,109
89,122
90,91
91,92
91,96
92,93
92,95
93,148
94,95
95,146
96,97
96,104
96,125
96,129
97,98
98,100
99,100
99,106
99,127
99,131
100,101
102,103
102,114
103,104
104,105
105,106
106,145
107,132
107,142
108,133
108,143
109,110
109,144
109,84
109,113
111,112
112,114
112,116
112,117
112,111
113,112
113,115
113,109
114,115
116,125
116,128
117,118
117,121
118,119
119,120
120,137
121,122
122,123
123,124
124,138
125,126
126,127
126,143
127,141
128,129
129,130
130,131
130,135
131,134
132,136
132,142
133,135
133,143
134,136
134,140
135,136
136,139
137,140
138,139
139,140
140,141
140,142
141,134
145,147
146,147
147,148
152,25
154,155
0,1
1,52
2,3
3,6
3,18
3,40
3,131
4,5
5,14
5,19
5,64
5,94
5,104
6,27
6,118
7,8
7,55
7,17
7,16
9,10
10,9
10,13
10,23
10,24
11,10
11,27
11,50
11,7
12,10
12,7
13,14
14,15
16,15
16,51
16,28
16,11
17,15
17,56
17,59
17,61
17,21
18,20
19,20
20,65
21,22
21,87
21,67
21,58
23,26
24,43
25,26
25,79
26,54
28,27
28,32
28,35
28,37
28,29
29,30
29,49
29,42
29,33
31,32
32,31
32,39
33,32
33,35
33,37
33,41
33,29
34,35
35,34
35,51
36,37
37,38
37,36
38,43
39,40
40,41
42,41
42,51
42,11
43,44
44,46
45,46
45,78
45,136
45,139
46,47
47,48
48,34
51,52
52,53
53,54
56,57
56,65
57,56
58,56
58,59
58,61
58,66
58,21
59,70
59,60
60,59
60,72
61,63
61,71
62,61
63,64
64,71
64,60
65,66
67,66
67,89
67,92
67,68
68,69
68,153
68,97
68,96
70,60
71,74
71,75
71,62
72,73
73,76
74,79
75,76
76,77
77,78
78,82
78,86
79,80
80,81
81,84
82,83
82,86
83,84
84,85
85,86
88,89
89,88
89,93
89,98
90,89
90,92
90,105
90,68
91,92
92,91
92,109
93,94
93,102
94,95
96,95
96,102
96,99
97,95
98,114
98,134
99,100
99,152
99,90
99,106
101,102
102,104
102,107
102,108
102,101
103,102
103,118
103,148
103,99
104,105
106,105
106,149
106,119
106,103
107,113
108,109
108,137
109,110
110,112
111,112
111,116
112,117
112,147
113,114
114,115
115,116
116,151
117,151
119,118
119,123
119,126
119,128
119,120
120,121
120,145
120,133
120,124
122,123
123,122
123,130
124,123
124,126
124,128
124,132
124,120
125,126
126,125
126,146
126,149
127,128
128,129
128,127
129,134
129,137
130,131
131,132
133,132
133,149
133,103
134,135
135,136
136,140
137,138
138,139
139,142
140,141
141,144
142,143
143,144
144,125
146,147
147,151
149,150
150,151
0,1
1,2
1,6
1,7
1,9
1,15
1,16
1,25
1,143
1,147
1,207
1,224
2,200
3,4
3,162
4,5
6,190
6,198
6,256
6,263
7,8
8,11
9,10
10,11
11,12
12,14
13,14
13,36
13,57
13,72
13,78
13,107
13,123
13,129
13,178
13,220
13,239
14,193
14,259
15,38
15,40
16,208
16,227
17,18
17,139
17,28
17,27
19,20
19,91
19,92
20,19
20,25
20,29
20,30
20,32
20,67
21,20
21,24
21,102
21,17
22,20
22,24
22,17
23,24
24,37
24,38
24,40
24,118
24,23
25,26
27,26
27,44
27,41
28,26
28,146
28,145
29,55
29,76
30,31
31,34
32,33
33,34
34,35
35,36
36,85
37,44
37,98
38,39
39,40
40,47
40,101
41,42
41,90
41,50
41,49
43,44
44,46
44,51
44,52
44,43
45,44
45,68
45,41
46,47
47,48
49,48
49,63
49,66
49,60
50,48
50,98
50,95
51,54
52,53
53,54
54,55
54,70
55,56
56,57
57,58
57,89
58,59
59,66
60,61
60,84
60,45
60,64
62,63
63,62
63,67
63,69
63,73
64,63
64,66
64,68
64,60
65,66
66,65
66,87
67,68
69,70
69,75
70,71
71,72
72,79
73,74
74,75
75,76
76,77
77,78
78,81
79,80
80,83
81,82
82,83
83,65
85,86
86,87
87,88
88,89
91,94
92,93
93,94
94,105
94,121
95,96
95,138
95,21
95,103
97,98
98,100
98,104
98,97
99,98
99,119
99,95
100,101
101,102
103,102
103,113
103,116
103,110
104,105
104,127
105,106
106,107
107,108
107,137
108,109
109,116
110,111
110,135
110,99
110,114
112,113
113,112
113,117
113,120
113,124
114,113
114,116
114,119
114,110
115,116
116,115
116,136
117,118
118,119
120,121
120,126
121,122
122,123
123,130
124,125
125,126
126,127
127,128
128,129
129,132
130,131
131,134
132,133
133,134
134,115
136,137
140,141
140,181
140,187
140,190
140,221
140,256
141,142
142,257
143,144
145,144
145,265
146,144
146,151
146,148
147,154
148,149
148,189
148,157
148,156
150,151
151,153
151,158
151,159
151,160
151,172
151,150
152,151
152,173
152,148
153,154
154,155
156,155
156,168
156,171
156,165
157,155
157,204
157,207
157,201
158,162
158,187
159,161
160,161
161,176
162,163
163,164
164,171
165,166
165,185
165,152
165,169
167,168
168,167
168,172
168,174
168,175
169,168
169,171
169,173
169,165
170,171
171,170
171,186
172,173
174,181
175,176
176,177
177,178
178,179
179,180
180,184
181,182
182,183
183,184
184,170
186,188
187,188
190,191
191,192
192,195
193,194
194,195
195,196
196,199
197,198
197,244
197,253
197,263
198,199
200,214
201,202
201,255
201,211
201,210
203,204
204,203
204,208
204,212
205,204
205,207
205,241
205,201
206,207
207,213
207,224
207,226
207,206
208,209
210,209
210,232
210,235
210,229
211,209
211,265
212,214
213,232
214,215
214,216
214,217
214,218
215,221
215,253
216,217
217,218
217,237
218,219
219,220
220,249
221,222
222,223
223,235
224,225
225,227
226,227
227,228
228,240
229,230
229,248
229,205
229,233
231,232
232,236
232,240
232,244
232,231
233,232
233,235
233,241
233,229
234,235
235,234
235,251
236,237
237,238
238,239
239,242
240,241
242,243
243,247
244,245
245,246
246,247
247,234
249,250
250,251
251,252
252,254
253,254
256,257
257,258
258,261
259,260
260,261
261,262
262,264
263,264
265,266
265,267
0,1
1,7
1,10
1,18
1,19
1,20
1,21
2,3
3,6
3,9
3,13
3,14
3,15
3,16
3,17
3,22
3,23
3,58
3,117
4,5
5,32
6,12
7,8
7,11
8,141
9,36
10,76
11,151
12,192
13,213
14,216
15,59
15,118
16,17
17,45
17,101
17,181
18,19
19,85
20,21
21,162
22,23
23,24
24,204
25,26
25,241
25,35
25,34
27,29
27,31
28,27
28,25
29,27
30,27
30,192
30,240
30,25
31,32
32,33
34,33
35,33
35,38
35,37
37,36
37,191
37,193
37,30
38,36
38,42
38,39
39,40
39,96
39,48
39,47
41,42
41,59
42,41
42,44
42,51
42,52
42,54
43,42
43,74
43,39
44,45
44,58
45,46
47,46
47,64
47,61
48,46
48,98
48,49
49,50
49,176
49,104
49,103
51,64
52,53
53,56
54,55
55,56
56,57
57,67
58,59
59,60
60,73
61,62
61,95
61,43
61,75
63,64
64,66
64,73
64,63
65,64
65,76
65,94
65,61
66,67
67,68
67,71
68,70
69,70
70,78
71,72
72,88
73,74
75,74
75,77
75,65
77,76
77,82
77,79
78,92
79,80
79,93
79,87
79,83
81,82
82,81
82,84
82,88
83,82
83,86
83,79
84,85
85,86
87,86
87,65
88,89
89,91
90,91
90,138
90,167
91,92
97,98
97,118
98,97
98,100
98,107
98,109
98,113
98,114
98,125
99,98
99,127
99,49
100,101
100,117
101,102
103,102
103,122
103,125
103,119
104,102
104,178
104,105
105,106
105,190
105,183
105,179
107,108
108,111
109,110
110,111
111,112
112,130
113,116
114,115
115,116
116,145
117,118
118,126
119,120
119,175
119,99
119,128
121,122
122,121
122,144
123,122
123,125
123,151
123,172
123,119
124,125
125,126
125,129
125,124
126,127
128,127
128,152
128,123
129,130
130,131
130,134
130,135
131,133
132,133
132,185
132,226
133,174
134,137
135,136
136,138
136,140
137,141
137,165
138,149
139,140
139,143
139,148
139,168
140,150
141,142
142,143
143,173
144,145
145,146
146,147
147,148
148,153
149,150
150,153
150,173
152,151
152,156
152,159
152,154
153,156
154,155
154,171
154,164
154,158
156,157
157,156
157,170
158,156
158,159
158,163
158,154
159,161
159,160
159,165
160,159
161,162
162,163
164,163
164,123
165,166
166,167
166,168
167,169
168,170
169,157
173,174
177,178
178,177
178,180
178,184
179,178
179,182
179,105
180,181
181,182
183,182
183,37
184,185
184,187
185,188
186,187
186,227
186,233
187,189
188,189
193,192
193,197
193,194
194,195
194,239
194,207
194,206
196,197
197,199
197,201
197,204
197,196
197,213
197,214
197,221
198,197
198,229
198,194
199,200
199,208
200,203
201,202
202,203
203,224
204,205
206,205
206,221
206,218
207,205
207,30
208,209
208,210
209,212
210,211
211,212
212,231
213,216
214,215
215,216
216,217
217,228
218,219
218,238
218,198
218,222
220,221
221,223
221,228
221,220
222,221
222,229
222,218
223,224
223,230
224,225
225,226
225,227
226,235
227,237
228,229
230,231
231,232
232,233
233,234
234,236
235,236
236,237
0,1
1,5
1,11
2,3
3,4
3,6
4,20
5,10
6,7
8,7
8,114
9,7
9,17
9,15
10,24
11,12
11,13
12,13
13,14
14,36
14,65
15,16
15,113
15,23
15,22
17,18
17,20
18,17
19,17
19,24
19,112
19,15
20,21
22,21
22,25
22,19
23,21
23,8
25,24
25,29
25,26
26,27
26,111
26,39
26,38
28,29
28,44
29,31
29,36
29,28
29,40
30,29
30,66
30,26
31,32
32,33
32,59
32,83
33,35
34,35
34,58
34,61
34,64
34,70
34,73
34,82
34,85
34,88
35,46
36,37
38,37
38,50
38,53
38,48
39,37
39,19
40,41
41,42
42,43
43,56
43,68
43,80
44,45
45,62
45,71
45,86
46,47
47,50
48,49
48,110
48,30
48,52
50,92
51,50
51,108
51,92
52,50
52,53
52,66
52,48
53,55
53,65
53,54
54,53
54,79
55,56
55,59
55,62
55,67
56,57
57,58
58,76
59,60
60,61
61,93
61,109
62,63
63,64
64,102
65,66
67,68
67,71
68,69
69,70
70,74
71,72
72,73
73,99
74,75
75,78
76,77
77,78
78,91
79,80
79,83
79,86
80,81
81,82
82,89
83,84
84,85
85,96
86,87
87,88
88,105
89,90
90,91
91,92
92,95
93,94
93,109
94,95
95,98
96,97
97,98
98,101
99,100
100,101
101,104
102,103
103,104
104,107
105,106
106,107
107,51
108,109
115,9
115,8
0,1
1,35
1,94
1,191
2,3
3,150
3,154
4,5
5,13
5,14
5,15
5,306
6,7
7,10
7,11
7,12
7,16
7,102
7,217
8,9
9,36
10,18
10,22
11,65
11,323
11,336
11,366
11,373
12,53
12,313
13,27
13,31
13,37
14,332
15,57
15,316
16,208
16,375
17,18
17,140
17,257
18,19
19,20
20,25
21,22
21,143
21,260
22,23
23,24
24,25
24,199
24,202
25,198
